Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Genres,Country,Language,Runtime,Genres,,,,,,,
Bill Frisell: A Portrait,2017,18+,7.2,88%,0,0,1,0,0,Documentary,Australia,English,118,Documentary,,,,,,,
OT: Our Town,2002,13+,7.2,88%,0,0,1,0,0,Documentary,United States,English,76,Documentary,,,,,,,
The Discoverers,2014,16+,5.7,88%,0,0,1,0,0,Comedy,United States,English,104,Comedy,,,,,,,
Crazy Mama,1975,7+,5.5,88%,0,0,1,0,0,"Action,Comedy,Drama,Crime",United States,English,83,Action,Comedy,Drama,Crime,,,,
Santa & Andres,2016,18+,6.8,88%,0,0,1,0,0,Drama,"Cuba,Colombia,France",Spanish,105,Drama,,,,,,,
Onward,2020,7+,7.5,88%,0,0,0,1,0,"Animation,Adventure,Comedy,Family,Fantasy",United States,English,102,Animation,Adventure,Comedy,Family,Fantasy,,,
The Simpsons Movie,2007,13+,7.3,88%,0,0,0,1,0,"Animation,Adventure,Comedy",United States,English,87,Animation,Adventure,Comedy,,,,,
The Muppet Movie,1979,all,7.6,88%,0,0,0,1,0,"Adventure,Comedy,Family,Musical","United Kingdom,United States",English,95,Adventure,Comedy,Family,Musical,,,,
Pete's Dragon,2016,7+,6.7,88%,0,0,0,1,0,"Action,Adventure,Comedy,Drama,Family,Fantasy",United States,English,102,Action,Adventure,Comedy,Drama,Family,Fantasy,,
Freaky Friday,2003,7+,6.1,88%,0,0,0,1,0,"Comedy,Family,Fantasy,Music,Romance",United States,"English,Mandarin",97,Comedy,Family,Fantasy,Music,Romance,,,
DuckTales: The Movie - Treasure of the Lost Lamp,1990,all,6.9,88%,0,0,0,1,0,"Animation,Adventure,Comedy,Family,Fantasy","France,United States",English,74,Animation,Adventure,Comedy,Family,Fantasy,,,
Millions,2004,13+,6.9,88%,0,0,0,1,0,"Comedy,Crime,Drama,Family",United Kingdom,English,98,Comedy,Crime,Drama,Family,,,,
Timmy Failure: Mistakes Were Made,2020,7+,6.1,88%,0,0,0,1,0,"Adventure,Comedy,Drama,Family,Fantasy",United States,English,99,Adventure,Comedy,Drama,Family,Fantasy,,,
Frank and Ollie,1995,7+,7.8,88%,0,0,0,1,0,Documentary,United States,English,89,Documentary,,,,,,,
Inglourious Basterds,2009,18+,8.3,89%,1,0,0,0,0,"Adventure,Drama,War","Germany,United States","English,German,French,Italian",153,Adventure,Drama,War,,,,,
Blue Is the Warmest Color,2013,18+,7.7,89%,1,0,0,0,0,"Drama,Romance","France,Belgium,Spain","French,English",180,Drama,Romance,,,,,,
The Two Popes,2019,13+,7.6,89%,1,0,0,0,0,"Comedy,Drama","United Kingdom,Italy","English,Spanish,Italian,Latin,Portuguese,French,German",125,Comedy,Drama,,,,,,
Tarzan,1999,all,7.3,89%,1,0,0,0,0,"Action,Adventure,Drama,Fantasy,Romance","United Kingdom,Canada,United States","English,Lingala,French",110,Action,Adventure,Drama,Fantasy,Romance,,,
Baahubali 2: The Conclusion,2017,7+,8.2,89%,1,0,0,0,0,"Action,Drama",India,"Telugu,Tamil",167,Action,Drama,,,,,,
Bolt,2008,7+,6.8,89%,1,0,0,1,0,"Animation,Adventure,Comedy,Drama,Family",United States,English,96,Animation,Adventure,Comedy,Drama,Family,,,
The Wicker Man,1973,18+,7.5,89%,1,0,0,0,0,"Horror,Mystery,Thriller",United Kingdom,English,88,Horror,Mystery,Thriller,,,,,
Always Be My Maybe,2019,13+,6.8,89%,1,0,0,0,0,"Comedy,Romance",United States,English,101,Comedy,Romance,,,,,,
A Most Violent Year,2014,18+,7,89%,1,0,0,0,0,"Action,Crime,Drama,Thriller","United States,United Arab Emirates","English,Spanish",125,Action,Crime,Drama,Thriller,,,,
Blood Father,2016,18+,6.4,89%,1,0,0,0,0,"Action,Crime,Drama,Thriller",France,"English,Spanish",88,Action,Crime,Drama,Thriller,,,,
Paddleton,2019,18+,7.2,89%,1,0,0,0,0,"Comedy,Drama",United States,English,89,Comedy,Drama,,,,,,
Creep,2014,18+,6.3,89%,1,0,0,0,0,"Horror,Thriller",United States,English,77,Horror,Thriller,,,,,,
Mary and the Witch's Flower,2017,7+,6.8,89%,1,0,0,0,0,"Animation,Adventure,Family,Fantasy",Japan,Japanese,103,Animation,Adventure,Family,Fantasy,,,,
First They Killed My Father,2017,18+,7.2,89%,1,0,0,0,0,"Biography,Drama,History,War","Cambodia,United States","Khmer,English,French",136,Biography,Drama,History,War,,,,
Dear Ex,2018,18+,7.4,89%,1,0,0,0,0,"Comedy,Drama,Romance",Taiwan,Mandarin,100,Comedy,Drama,Romance,,,,,
Ittefaq,2017,7+,7.2,89%,1,0,1,0,0,"Mystery,Thriller",India,Hindi,105,Mystery,Thriller,,,,,,
Master Z: Ip Man Legacy,2018,13+,6.5,89%,1,0,0,0,0,"Action,Biography,Crime,Drama","Hong Kong,China","Cantonese,Mandarin,English",107,Action,Biography,Crime,Drama,,,,
Behind the Curve,2018,16+,6.5,89%,1,0,0,0,0,Documentary,United States,English,96,Documentary,,,,,,,
Lez Bomb,2018,18+,5,89%,1,0,0,0,0,"Comedy,Drama",United States,English,90,Comedy,Drama,,,,,,
Stink!,2015,all,7.1,89%,1,0,0,0,0,Documentary,United States,English,91,Documentary,,,,,,,
"I, Tonya",2017,18+,7.5,89%,0,1,0,0,0,"Biography,Comedy,Drama,Sport","United Kingdom,United States,Qatar",English,119,Biography,Comedy,Drama,Sport,,,,
Blazing Saddles,1974,18+,7.7,89%,0,1,0,0,0,"Comedy,Western",United States,"English,Yiddish,German",93,Comedy,Western,,,,,,
The Messenger,2009,18+,7.1,89%,0,1,1,0,0,"Drama,Romance,War",United States,"English,Spanish",113,Drama,Romance,War,,,,,
Missing Link,2019,7+,6.7,89%,0,1,0,0,0,"Animation,Adventure,Comedy,Family,Fantasy","Canada,United States","English,Spanish,Tibetan",93,Animation,Adventure,Comedy,Family,Fantasy,,,
Prospect,2018,13+,6.2,89%,0,1,0,0,0,"Drama,Sci-Fi,Thriller,Western",Canada,English,100,Drama,Sci-Fi,Thriller,Western,,,,
Rare Exports: A Christmas Tale,2010,18+,6.7,89%,0,1,1,0,0,"Adventure,Fantasy,Horror","Finland,Norway,France,Sweden","Finnish,English",84,Adventure,Fantasy,Horror,,,,,
Skate Kitchen,2018,18+,6.8,89%,0,1,0,0,0,Drama,"United States,United Kingdom,Brazil","English,Spanish",106,Drama,,,,,,,
Hereditary,2018,18+,7.3,89%,0,0,1,0,0,"Drama,Horror,Mystery,Thriller",United States,"English,Spanish",127,Drama,Horror,Mystery,Thriller,,,,
Murder on the Orient Express,1974,7+,7.3,89%,0,0,1,0,0,"Crime,Drama,Mystery","Malta,United States","English,French,German,Arabic",114,Crime,Drama,Mystery,,,,,
You Were Never Really Here,2017,18+,6.8,89%,0,0,1,0,0,"Crime,Drama,Mystery,Thriller","United Kingdom,United States,France",English,89,Crime,Drama,Mystery,Thriller,,,,
Arctic,2018,13+,6.8,89%,0,0,1,0,0,"Adventure,Drama",Iceland,"English,Danish",98,Adventure,Drama,,,,,,
Meru,2015,18+,7.7,89%,0,0,1,0,0,"Documentary,Sport","United States,India",English,90,Documentary,Sport,,,,,,
Ginger Snaps,2000,18+,6.8,89%,0,0,1,0,0,"Drama,Fantasy,Horror",Canada,English,108,Drama,Fantasy,Horror,,,,,
Brittany Runs a Marathon,2019,18+,6.8,89%,0,0,1,0,0,"Comedy,Drama","United States,Canada",English,104,Comedy,Drama,,,,,,
Better Watch Out,2016,18+,6.5,89%,0,0,1,0,0,"Comedy,Crime,Horror,Thriller","Australia,United States",English,89,Comedy,Crime,Horror,Thriller,,,,
Who Killed the Electric Car?,2006,7+,7.6,89%,0,0,1,0,0,Documentary,United States,English,92,Documentary,,,,,,,
Sui Dhaaga - Made in India,2018,7+,6.8,89%,0,0,1,0,0,"Comedy,Drama",India,Hindi,122,Comedy,Drama,,,,,,
The Big Easy,1986,18+,6.5,89%,0,0,1,0,0,"Comedy,Crime,Drama,Romance,Thriller",United States,English,102,Comedy,Crime,Drama,Romance,Thriller,,,
Narco Cultura,2013,18+,7.2,89%,0,0,1,0,0,Documentary,"United States,Mexico","English,Spanish",103,Documentary,,,,,,,
The English Surgeon,2009,16+,8.1,89%,0,0,1,0,0,Documentary,United Kingdom,"English,Ukrainian",94,Documentary,,,,,,,
Short Eyes,1977,18+,7.1,89%,0,0,1,0,0,Drama,United States,English,100,Drama,,,,,,,
Nobody's Watching,2017,18+,6.6,89%,0,0,1,0,0,Drama,"Argentina,Spain,Colombia,Brazil,United States","Spanish,English,Portuguese",102,Drama,,,,,,,
Mary Goes Round,2018,13+,6.8,89%,0,0,1,0,0,Drama,Canada,English,84,Drama,,,,,,,
"Pink Ribbons, Inc.",2011,7+,7.2,89%,0,0,1,0,0,Documentary,Canada,English,97,Documentary,,,,,,,
The Immaculate Conception of Little Dizzle,2010,18+,6.2,89%,0,0,1,0,0,"Comedy,Drama",United States,English,104,Comedy,Drama,,,,,,
Bhaji on the Beach,1993,18+,6.3,89%,0,0,1,0,0,"Comedy,Drama",United Kingdom,"English,Punjabi",101,Comedy,Drama,,,,,,
Big Hero 6,2014,7+,7.8,89%,0,0,0,1,0,"Animation,Action,Adventure,Family,Sci-Fi",United States,English,102,Animation,Action,Adventure,Family,Sci-Fi,,,
Doctor Strange,2016,13+,7.5,89%,0,0,0,1,0,"Action,Adventure,Fantasy,Sci-Fi",United States,English,115,Action,Adventure,Fantasy,Sci-Fi,,,,
Tangled,2010,7+,7.7,89%,0,0,0,1,0,"Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance",United States,English,100,Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance,
The Incredible Journey,1963,all,7.1,89%,0,0,0,1,0,"Adventure,Drama,Family","Canada,United States",English,80,Adventure,Drama,Family,,,,,
District 9,2009,18+,7.9,90%,1,0,0,0,0,"Action,Sci-Fi,Thriller","South Africa,United States,New Zealand,Canada","English,Nyanja,Afrikaans,Zulu,Xhosa,Southern Sotho",112,Action,Sci-Fi,Thriller,,,,,
Moon,2009,18+,7.9,90%,1,0,0,0,0,"Drama,Mystery,Sci-Fi","United Kingdom,United States","English,Spanish",97,Drama,Mystery,Sci-Fi,,,,,
Minority Report,2002,13+,7.6,90%,1,0,0,0,0,"Action,Crime,Mystery,Sci-Fi,Thriller",United States,"English,Swedish",145,Action,Crime,Mystery,Sci-Fi,Thriller,,,
What's Eating Gilbert Grape,1993,13+,7.8,90%,1,0,1,0,0,Drama,United States,English,118,Drama,,,,,,,
Kung Fu Hustle,2004,18+,7.7,90%,1,0,0,0,0,"Action,Comedy,Fantasy","Hong Kong,China,United States","Cantonese,Mandarin",99,Action,Comedy,Fantasy,,,,,
Tootsie,1982,7+,7.4,90%,1,0,0,0,0,"Comedy,Drama,Romance",United States,English,116,Comedy,Drama,Romance,,,,,
Gerald's Game,2017,18+,6.6,90%,1,0,0,0,0,"Drama,Horror,Thriller",United States,English,103,Drama,Horror,Thriller,,,,,
The Witch,2015,18+,6.9,90%,1,0,0,0,0,"Drama,Horror,Mystery","Canada,United States",English,92,Drama,Horror,Mystery,,,,,
I Am Mother,2019,13+,6.7,90%,1,0,0,0,0,"Drama,Mystery,Sci-Fi,Thriller",Australia,English,113,Drama,Mystery,Sci-Fi,Thriller,,,,
A Serious Man,2009,18+,7,90%,1,0,0,0,0,"Comedy,Drama","United States,United Kingdom,France","English,Yiddish,Hebrew",106,Comedy,Drama,,,,,,
United 93,2006,18+,7.5,90%,1,0,0,0,0,"Drama,History,Thriller","United States,United Kingdom,France","English,Arabic,German",111,Drama,History,Thriller,,,,,
The Willoughbys,2020,7+,6.4,90%,1,0,0,0,0,"Animation,Adventure,Comedy,Family","Canada,United States,United Kingdom",English,90,Animation,Adventure,Comedy,Family,,,,
Inequality for All,2013,7+,8,90%,1,0,0,0,0,Documentary,United States,English,89,Documentary,,,,,,,
La Bamba,1987,13+,6.9,90%,1,0,0,0,0,"Biography,Drama,Music",United States,"English,Spanish",108,Biography,Drama,Music,,,,,
1922,2017,18+,6.3,90%,1,0,0,0,0,"Crime,Drama,Horror,Mystery,Thriller",United States,English,102,Crime,Drama,Horror,Mystery,Thriller,,,
Obvious Child,2014,18+,6.8,90%,1,0,0,0,0,"Comedy,Drama,Romance",United States,English,84,Comedy,Drama,Romance,,,,,
Our Souls at Night,2017,16+,6.9,90%,1,0,0,0,0,"Drama,Romance",United States,English,103,Drama,Romance,,,,,,
Studio 54,2018,18+,6.9,90%,1,0,0,0,0,"Drama,Music",United States,English,93,Drama,Music,,,,,,
Walking Out,2017,13+,5.8,90%,1,0,0,0,0,"Adventure,Drama,Thriller",United States,English,95,Adventure,Drama,Thriller,,,,,
Jagga Jasoos,2017,7+,6.5,90%,1,0,0,0,0,"Action,Adventure,Comedy,Musical,Mystery",India,Hindi,161,Action,Adventure,Comedy,Musical,Mystery,,,
Zombieland,2009,18+,7.6,90%,0,1,1,0,0,"Adventure,Comedy,Fantasy,Sci-Fi",United States,English,88,Adventure,Comedy,Fantasy,Sci-Fi,,,,
Akira,1988,18+,8,90%,0,1,0,0,0,"Animation,Drama,Sci-Fi,Thriller",Japan,Japanese,124,Animation,Drama,Sci-Fi,Thriller,,,,
Misery,1990,18+,7.8,90%,0,1,0,0,0,"Drama,Thriller",United States,English,107,Drama,Thriller,,,,,,
Love & Mercy,2015,13+,7.4,90%,0,1,1,0,0,"Biography,Drama,Music",United States,English,121,Biography,Drama,Music,,,,,
Cartel Land,2015,18+,7.4,90%,0,1,1,0,0,"Documentary,News",United States,"English,Spanish",100,Documentary,News,,,,,,
Kinsey,2004,18+,7,90%,0,1,0,0,0,"Biography,Drama,Romance","United States,Germany",English,118,Biography,Drama,Romance,,,,,
"Waiting for ""Superman""",2010,7+,7.5,90%,0,1,1,0,0,Documentary,United States,English,111,Documentary,,,,,,,
The Blue Room,2014,18+,6.3,90%,0,1,0,0,0,"Crime,Romance,Thriller",France,French,76,Crime,Romance,Thriller,,,,,
Downfall,2004,18+,8.2,90%,0,0,1,0,0,"Biography,Drama,History,War","Germany,Austria,Italy","French,English,German,Russian",156,Biography,Drama,History,War,,,,
The Lighthouse,2019,18+,7.6,90%,0,0,1,0,0,"Drama,Fantasy,Horror,Mystery","Canada,United States",English,109,Drama,Fantasy,Horror,Mystery,,,,
A Man Called Ove,2015,13+,7.7,90%,0,0,1,0,0,"Comedy,Drama,Romance",Sweden,"Swedish,Persian",116,Comedy,Drama,Romance,,,,,
Capote,2005,18+,7.3,90%,0,0,1,0,0,"Biography,Crime,Drama,History","United States,Canada",English,114,Biography,Crime,Drama,History,,,,
Reds,1981,7+,7.3,90%,0,0,1,0,0,"Biography,Drama,History,Romance",United States,"English,Russian,German,French,Finnish,Italian",195,Biography,Drama,History,Romance,,,,
Opera,1987,18+,7,90%,0,0,1,0,0,"Horror,Mystery,Thriller",Italy,Italian,107,Horror,Mystery,Thriller,,,,,
Burn Notice: The Fall of Sam Axe,2011,7+,7.2,90%,0,0,1,0,0,"Action,Comedy,Crime,Drama,Mystery,Thriller",United States,"English,Spanish",120,Action,Comedy,Crime,Drama,Mystery,Thriller,,
Never Grow Old,2019,18+,5.9,90%,0,0,1,0,0,"Action,Drama,Western","Ireland,Belgium,France,Luxembourg,United Kingdom","English,Italian",100,Action,Drama,Western,,,,,
The Kill Team,2013,18+,7,90%,0,0,1,0,0,"Action,Drama,Thriller,War","Spain,United States",English,87,Action,Drama,Thriller,War,,,,
Downriver,2015,18+,6.2,90%,0,0,1,0,0,"Drama,Thriller",Australia,English,99,Drama,Thriller,,,,,,
Almost Sunrise,2017,13+,7.6,90%,0,0,1,0,0,"Documentary,Adventure,Drama,War",United States,English,98,Documentary,Adventure,Drama,War,,,,
Siddharth,2013,all,7.3,90%,0,0,1,0,0,Drama,"Canada,India",Hindi,96,Drama,,,,,,,
The Souvenir,2019,18+,6.5,90%,0,0,1,0,0,"Drama,Mystery,Romance","United Kingdom,United States",English,120,Drama,Mystery,Romance,,,,,
What Still Remains,2018,16+,4.7,90%,0,0,1,0,0,"Drama,Thriller",United States,English,92,Drama,Thriller,,,,,,
Innocent,2011,16+,5.4,90%,0,0,1,0,0,"Crime,Drama,Mystery",United Kingdom,English,45,Crime,Drama,Mystery,,,,,
New York Doll,2005,13+,7.7,90%,0,0,1,0,0,"Documentary,Music",United States,English,75,Documentary,Music,,,,,,
Private Violence,2014,16+,6.9,90%,0,0,1,0,0,"Documentary,Crime,Drama",United States,English,80,Documentary,Crime,Drama,,,,,
Captain America: The Winter Soldier,2014,13+,7.7,90%,0,0,0,1,0,"Action,Adventure,Sci-Fi,Thriller",United States,"English,French",136,Action,Adventure,Sci-Fi,Thriller,,,,
Frozen,2013,7+,7.4,90%,0,0,0,1,0,"Animation,Adventure,Comedy,Family,Fantasy,Musical",United States,"English,Norwegian",102,Animation,Adventure,Comedy,Family,Fantasy,Musical,,
Star Wars: The Last Jedi,2017,13+,7,90%,0,0,0,1,0,"Action,Adventure,Fantasy,Sci-Fi",United States,English,152,Action,Adventure,Fantasy,Sci-Fi,,,,
Bambi,1942,all,7.3,90%,0,0,0,1,0,"Animation,Drama,Family",United States,English,70,Animation,Drama,Family,,,,,
Descendants,2015,all,6.4,90%,0,0,0,1,0,"Comedy,Family,Fantasy,Musical",United States,English,112,Comedy,Family,Fantasy,Musical,,,,
Splash,1984,7+,6.2,90%,0,0,0,1,0,"Comedy,Fantasy,Romance",United States,"English,Swedish",111,Comedy,Fantasy,Romance,,,,,
There Will Be Blood,2007,18+,8.2,91%,1,0,0,0,0,Drama,United States,"English,American Sign Language",158,Drama,,,,,,,
Like Stars on Earth,2007,7+,8.4,91%,1,0,0,0,0,"Drama,Family",India,"Hindi,English",165,Drama,Family,,,,,,
Willy Wonka & the Chocolate Factory,1971,all,7.8,91%,1,0,0,0,0,"Family,Fantasy,Musical","United States,East Germany,West Germany,Belgium","English,French,German,Italian",100,Family,Fantasy,Musical,,,,,
El Camino: A Breaking Bad Movie,2019,18+,7.4,91%,1,0,0,0,0,"Action,Crime,Drama",United States,English,122,Action,Crime,Drama,,,,,
The Spectacular Now,2013,18+,7.1,91%,1,0,0,0,0,"Comedy,Drama,Romance",United States,English,95,Comedy,Drama,Romance,,,,,
Zindagi Na Milegi Dobara,2011,7+,8.1,91%,1,0,0,0,0,"Comedy,Drama",India,"Hindi,Japanese,Spanish,English",155,Comedy,Drama,,,,,,
Green Room,2015,18+,7,91%,1,0,0,0,0,"Horror,Music,Thriller",United States,English,95,Horror,Music,Thriller,,,,,
The Ballad of Buster Scruggs,2018,18+,7.3,91%,1,0,0,0,0,"Comedy,Drama,Musical,Mystery,Romance,Western",United States,"English,French",133,Comedy,Drama,Musical,Mystery,Romance,Western,,
Locke,2014,18+,7.1,91%,1,0,0,0,0,Drama,"United Kingdom,United States",English,85,Drama,,,,,,,
Hush,2016,18+,6.6,91%,1,0,0,0,0,"Horror,Thriller",United States,"English,American Sign Language",82,Horror,Thriller,,,,,,
A Ghost Story,2017,18+,6.9,91%,1,0,0,0,0,"Drama,Fantasy,Romance",United States,"English,Spanish",92,Drama,Fantasy,Romance,,,,,
Udta Punjab,2016,18+,7.8,91%,1,0,0,0,0,"Action,Crime,Drama",India,Hindi,148,Action,Crime,Drama,,,,,
The Sapphires,2012,13+,7,91%,1,0,0,0,0,"Biography,Comedy,Drama,Music,Romance",Australia,"English,Aboriginal",103,Biography,Comedy,Drama,Music,Romance,,,
Mississippi Grind,2015,18+,6.4,91%,1,0,0,0,0,"Comedy,Drama",United States,English,108,Comedy,Drama,,,,,,
Rocko's Modern Life: Static Cling,2019,7+,7,91%,1,0,0,0,0,"Animation,Action,Adventure,Comedy,Family",United States,English,45,Animation,Action,Adventure,Comedy,Family,,,
The Confirmation,2016,13+,6.4,91%,1,0,0,0,0,"Comedy,Drama",Canada,English,101,Comedy,Drama,,,,,,
Deidra & Laney Rob a Train,2017,16+,6.1,91%,1,0,0,0,0,"Comedy,Crime,Drama",United States,English,92,Comedy,Crime,Drama,,,,,
Nobody Speak: Trials of the Free Press,2017,16+,6.5,91%,1,0,0,0,0,Documentary,"Netherlands,United States",English,95,Documentary,,,,,,,
Mindhorn,2016,18+,6.3,91%,1,0,0,0,0,Comedy,United Kingdom,English,89,Comedy,,,,,,,
Up in the Air,2009,18+,7.4,91%,0,1,1,0,0,"Comedy,Drama,Romance",United States,English,109,Comedy,Drama,Romance,,,,,
How to Train Your Dragon: The Hidden World,2019,7+,7.5,91%,0,1,0,0,0,"Animation,Action,Adventure,Family,Fantasy","United States,Japan",English,104,Animation,Action,Adventure,Family,Fantasy,,,
Bumblebee,2018,13+,6.8,91%,0,1,1,0,0,"Action,Adventure,Sci-Fi","China,United States",English,114,Action,Adventure,Sci-Fi,,,,,
Volver,2006,18+,7.6,91%,0,1,0,0,0,"Comedy,Drama",Spain,Spanish,121,Comedy,Drama,,,,,,
The Biggest Little Farm,2019,7+,8.1,91%,0,1,0,0,0,Documentary,United States,English,91,Documentary,,,,,,,
Luce,2019,18+,6.7,91%,0,1,0,0,0,"Drama,Mystery",United States,English,109,Drama,Mystery,,,,,,
Standing in the Shadows of Motown,2002,7+,7.8,91%,0,1,1,0,0,"Documentary,Music",United States,English,108,Documentary,Music,,,,,,
Hearts Beat Loud,2018,13+,6.9,91%,0,1,0,0,0,"Comedy,Drama,Music",United States,English,97,Comedy,Drama,Music,,,,,
Support the Girls,2018,18+,6.4,91%,0,1,0,0,0,"Comedy,Drama",United States,English,93,Comedy,Drama,,,,,,
David Crosby: Remember My Name,2019,18+,7.2,91%,0,1,0,0,0,"Documentary,Music",United States,"English,Italian",95,Documentary,Music,,,,,,
All Square,2018,18+,5.8,91%,0,1,0,0,0,Drama,United States,English,93,Drama,,,,,,,
The Disaster Artist,2017,18+,7.4,91%,0,0,1,0,0,"Biography,Comedy,Drama",United States,English,104,Biography,Comedy,Drama,,,,,
Pride,2014,18+,7.8,91%,0,0,1,0,0,"Biography,Comedy,Drama,History,Romance","United Kingdom,France,United States","English,Welsh",119,Biography,Comedy,Drama,History,Romance,,,
Gallipoli,1981,7+,7.4,91%,0,0,1,0,0,"Adventure,Drama,History,War",Australia,English,110,Adventure,Drama,History,War,,,,
Eat Drink Man Woman,1994,13+,7.8,91%,0,0,1,0,0,"Comedy,Drama,Romance",Taiwan,"Mandarin,French",124,Comedy,Drama,Romance,,,,,
Frantz,2016,13+,7.5,91%,0,0,1,0,0,"Drama,History,Romance,War","France,Germany","French,German",113,Drama,History,Romance,War,,,,
The Phantom of the Opera,1925,13+,7.6,91%,0,0,1,0,0,"Drama,Musical,Romance,Thriller","United Kingdom,United States","English,Italian",143,Drama,Musical,Romance,Thriller,,,,
Lean on Pete,2018,18+,7.2,91%,0,0,1,0,0,Drama,United Kingdom,"English,Spanish",121,Drama,,,,,,,
Valentine Road,2013,16+,7.1,91%,0,0,1,0,0,Documentary,United States,English,89,Documentary,,,,,,,
Alamar,2010,all,7.3,91%,0,0,1,0,0,"Documentary,Drama",Mexico,"Spanish,Italian",73,Documentary,Drama,,,,,,
Cutter's Way,1981,18+,6.9,91%,0,0,1,0,0,"Crime,Drama,Mystery,Thriller",United States,English,109,Crime,Drama,Mystery,Thriller,,,,
Gloria Bell,2018,18+,6.3,91%,0,0,1,0,0,"Comedy,Drama,Romance","Chile,United States",English,102,Comedy,Drama,Romance,,,,,
The Italian,2005,13+,7.5,91%,0,0,1,0,0,Drama,Russia,"Russian,Italian,English",90,Drama,,,,,,,
King Lear,2018,16+,6.1,91%,0,0,1,0,0,"Drama,History","United Kingdom,United States",English,115,Drama,History,,,,,,
What Richard Did,2012,18+,6.3,91%,0,0,1,0,0,Drama,Ireland,"English,Irish",88,Drama,,,,,,,
Winter Brothers,2017,16+,6.5,91%,0,0,1,0,0,Drama,"Denmark,Iceland","Danish,English",94,Drama,,,,,,,
Thousand Pieces of Gold,1991,13+,6.9,91%,0,0,1,0,0,"Romance,Western","United States,United Kingdom",English,105,Romance,Western,,,,,,
Michael H. – Profession: Director,2013,13+,7,91%,0,0,1,0,0,"Documentary,Biography","Austria,France","German,French",92,Documentary,Biography,,,,,,
Werewolf,2017,18+,6,91%,0,0,1,0,0,Horror,United Kingdom,English,98,Horror,,,,,,,
Guardians of the Galaxy,2014,13+,8,91%,0,0,0,1,0,"Action,Adventure,Comedy,Sci-Fi",United States,English,121,Action,Adventure,Comedy,Sci-Fi,,,,
Captain America: Civil War,2016,13+,7.8,91%,0,0,0,1,0,"Action,Adventure,Sci-Fi",United States,"English,German,Xhosa,Russian,Romanian,Hindi",147,Action,Adventure,Sci-Fi,,,,,
Togo,2019,7+,8.1,91%,0,0,0,1,0,"Adventure,Biography,Drama,Family,History",United States,English,113,Adventure,Biography,Drama,Family,History,,,
Winnie the Pooh,2011,all,7.2,91%,0,0,0,1,0,"Comedy,Drama,Family,Fantasy","United Kingdom,United States",English,104,Comedy,Drama,Family,Fantasy,,,,
James and the Giant Peach,1996,7+,6.7,91%,0,0,0,1,0,"Animation,Adventure,Family,Fantasy,Musical","United Kingdom,United States",English,79,Animation,Adventure,Family,Fantasy,Musical,,,
Ex Machina,2015,18+,7.7,92%,1,0,0,0,0,"Drama,Mystery,Sci-Fi,Thriller","United Kingdom,United States",English,108,Drama,Mystery,Sci-Fi,Thriller,,,,
Silver Linings Playbook,2012,18+,7.7,92%,1,0,0,0,0,"Comedy,Drama,Romance",United States,English,122,Comedy,Drama,Romance,,,,,
Drive,2011,18+,7.8,92%,1,0,1,0,0,"Crime,Drama",United States,"English,Spanish",100,Crime,Drama,,,,,,
Y Tu Mamá También,2001,18+,7.6,92%,1,0,0,0,0,Drama,Mexico,Spanish,106,Drama,,,,,,,
Good Time,2017,18+,7.4,92%,1,0,0,0,0,"Crime,Drama,Thriller",United States,English,102,Crime,Drama,Thriller,,,,,
The Squid and the Whale,2005,18+,7.3,92%,1,0,1,0,0,"Comedy,Drama",United States,English,81,Comedy,Drama,,,,,,
Frances Ha,2013,18+,7.5,92%,1,0,0,0,0,"Comedy,Drama,Romance",United States,"French,English",86,Comedy,Drama,Romance,,,,,
Arthur Christmas,2011,7+,7.1,92%,1,0,0,0,0,"Animation,Adventure,Comedy,Family,Fantasy","United Kingdom,United States",English,97,Animation,Adventure,Comedy,Family,Fantasy,,,
LA 92,2017,18+,8.2,92%,1,0,0,0,0,"Documentary,History",United States,"English,Korean",114,Documentary,History,,,,,,
The Night Comes for Us,2018,18+,7,92%,1,0,0,0,0,"Action,Thriller","Indonesia,United States","Indonesian,English,Mandarin,French",121,Action,Thriller,,,,,,
The End of the Tour,2015,18+,7.3,92%,1,0,0,0,0,"Biography,Drama",United States,English,106,Biography,Drama,,,,,,
The Wolf's Call,2019,16+,6.9,92%,1,0,0,0,0,"Action,Adventure,Sci-Fi,Thriller",France,French,115,Action,Adventure,Sci-Fi,Thriller,,,,
Richard Pryor: Live in Concert,1979,18+,8.2,92%,1,0,0,0,0,Comedy,United States,English,78,Comedy,,,,,,,
Slow West,2015,18+,6.9,92%,1,0,0,0,0,"Action,Adventure,Drama,Romance,Thriller,Western","United Kingdom,New Zealand","English,French",84,Action,Adventure,Drama,Romance,Thriller,Western,,
Adam Sandler: 100% Fresh,2018,18+,7.6,92%,1,0,0,0,0,"Comedy,Music",United States,English,73,Comedy,Music,,,,,,
Echo in the Canyon,2019,13+,7,92%,1,0,0,0,0,"Documentary,Music",United States,English,82,Documentary,Music,,,,,,
Ali's Wedding,2017,18+,6.9,92%,1,0,0,0,0,"Comedy,Drama,Romance",Australia,"English,Persian,Arabic",110,Comedy,Drama,Romance,,,,,
They'll Love Me When I'm Dead,2018,18+,7.4,92%,1,0,0,0,0,Documentary,United States,English,98,Documentary,,,,,,,
